popularity,original_title,director,runtime,vote_count,vote_average,release_year,budget_adj,revenue_adj,genres_2,rating_level,pop_level
0.089976,Baby Boy,John Singleton,130,29,7.4,2001,19703809.87,36183151.59,Drama,High,Non Popular
8.466667999999999,The Dark Knight,Christopher Nolan,152,8432,8.1,2008,187365527.3,1014733032.0,Drama,High,Very Popular
5.678119000000001,WALLÂ·E,Andrew Stanton,98,4209,7.6,2008,182301594.1,527977683.9,Animation,High,Very Popular
4.977955000000001,Iron Man,Jon Favreau,126,6220,7.3,2008,141790128.7,592656630.5,Action,High,Very Popular
3.647612,Taken,Pierre Morel,93,3075,7.2,2008,25319665.85,229730967.4,Action,High,Very Popular
3.16167,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,122,1537,5.6,2008,187365527.3,796694459.9,Adventure,Low,Very Popular
3.1076650000000003,Twilight,Catherine Hardwicke,122,2013,5.8,2008,37473105.45,397636870.0,Adventure,Below Average,Very Popular
3.0866759999999998,Quantum of Solace,Marc Forster,106,2149,6.0,2008,202557326.8,593584854.5,Adventure,Below Average,Very Popular
3.036644,Kung Fu Panda,Mark Osborne|John Stevenson,90,1938,6.8,2008,131662262.4,639822446.3,Animation,High,Very Popular
2.90047,Sex Drive,Sean Anders,109,167,5.9,2008,19242946.04,18995761.29,Comedy,Below Average,Very Popular
2.543535,Mamma Mia!,Phyllida Lloyd,108,805,6.2,2008,52664904.96,617639458.7,Comedy,Below Average,Very Popular
2.5373419999999998,The Curious Case of Benjamin Button,David Fincher,166,1899,7.2,2008,151917995.1,338201950.3,Fantasy,High,Very Popular
2.5113939999999997,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,112,826,5.1,2008,146854061.9,406257724.0,Adventure,Low,Very Popular
2.349544,The Incredible Hulk,Louis Leterrier,114,1868,6.1,2008,151917995.1,165805400.3,Science Fiction,Below Average,Very Popular
2.2453060000000002,Gran Torino,Clint Eastwood,116,1809,7.6,2008,33421958.92,273410085.0,Drama,High,Very Popular
2.217084,Madagascar: Escape 2 Africa,Eric Darnell|Tom McGrath,89,1147,6.1,2008,151917995.1,611622206.7,Family,Below Average,Very Popular
2.188028,Hellboy II: The Golden Army,Guillermo del Toro,120,927,6.4,2008,86086863.87,162438886.4,Adventure,Above Average,Very Popular
2.017536,Jumper,Doug Liman,88,1082,5.9,2008,86086863.87,225072774.8,Adventure,Below Average,Very Popular
1.996757,Journey to the Center of the Earth,Eric Brevig,93,704,5.7,2008,45575398.52,103002487.0,Action,Low,Very Popular
1.982998,Wanted,Timur Bekmambetov,110,1670,6.3,2008,75958997.54,261572412.0,Action,Above Average,Very Popular
1.929591,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,120,1547,7.5,2008,15191799.51,382742747.7,Drama,High,Very Popular
1.886872,Transporter 3,Olivier Megaton,104,719,5.9,2008,30383599.01,110373030.6,Action,Below Average,Very Popular
1.8451650000000002,Valkyrie,Bryan Singer,121,725,6.6,2008,75958997.54,202836855.9,Drama,Above Average,Very Popular
1.841839,"10,000 BC",Roland Emmerich,109,586,5.2,2008,106342596.5,269401244.6,Adventure,Low,Very Popular
1.800286,Hancock,Peter Berg,92,1764,6.0,2008,151917995.1,632008606.1,Fantasy,Below Average,Very Popular
1.742288,The Hurt Locker,Kathryn Bigelow,131,1207,7.2,2008,15191799.51,42537038.62,Drama,High,Very Popular
1.682909,What Happens in Vegas,Tom Vaughan,99,573,5.8,2008,35447532.18,172173727.7,Comedy,Below Average,Very Popular
1.6283450000000002,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,150,891,6.1,2008,227876992.6,425017341.9,Adventure,Below Average,Very Popular
1.622426,Tropic Thunder,Ben Stiller,107,970,6.4,2008,93176370.31,190477465.1,Action,Above Average,Very Popular
1.611632,Eagle Eye,D.J. Caruso,118,645,6.2,2008,81022930.7,180343441.0,Mystery,Below Average,Very Popular
1.6106200000000002,The Boy in the Striped Pyjamas,Mark Herman,94,746,7.6,2008,12659832.92,20677622.11,War,High,Very Popular
1.605544,Rambo,Sylvester Stallone,92,570,6.2,2008,50639331.69,114692303.3,Action,Below Average,Very Popular
1.5830790000000001,Death Race,Paul W.S. Anderson,105,743,5.9,2008,45575398.52,74705690.28,Action,Below Average,Very Popular
1.561177,Step Up 2: The Streets,Jon M. Chu,98,369,6.4,2008,23294092.58,152745137.9,Music,Above Average,Very Popular
1.559851,The Day the Earth Stood Still,Scott Derrickson,103,585,5.1,2008,81022930.7,236074344.8,Drama,Low,Very Popular
1.531599,Seven Pounds,Gabriele Muccino,123,1235,7.4,2008,55703264.86,170317989.7,Drama,High,Very Popular
1.499784,Cloverfield,Matt Reeves,85,1373,6.4,2008,25319665.85,172947523.1,Action,Above Average,Very Popular
1.480497,Bolt,Chris Williams|Byron Howard,96,1119,6.3,2008,151917995.1,313943594.7,Animation,Above Average,Very Popular
1.4759879999999999,Forgetting Sarah Marshall,Nicholas Stoller,111,750,6.3,2008,30383599.01,106517925.1,Comedy,Above Average,Very Popular
1.468543,Australia,Baz Luhrmann,165,411,6.3,2008,131662262.4,50187630.88,Drama,Above Average,Very Popular
1.462377,Yes Man,Peyton Reed,104,1032,6.3,2008,70895064.37,228880641.9,Comedy,Above Average,Very Popular
1.462242,Marley & Me,David Frankel,115,820,6.8,2008,60767198.03,247203368.0,Comedy,High,Very Popular
1.446456,Body of Lies,Ridley Scott,128,530,6.5,2008,70895064.37,114728569.1,Action,Above Average,Very Popular
1.435434,Burn After Reading,Ethan Coen|Joel Coen,96,738,6.3,2008,37473105.45,165813497.6,Comedy,Above Average,Very Popular
1.400898,27 Dresses,Anne Fletcher,111,610,6.1,2008,30383599.01,162308496.2,Comedy,Below Average,Very Popular
1.380024,Inkheart,Iain Softley,106,302,5.8,2008,60767198.03,58225482.36,Adventure,Below Average,Very Popular
1.3772389999999999,21,Robert Luketic,123,907,6.5,2008,35447532.18,70716002.68,Drama,Above Average,Very Popular
1.354387,The Bank Job,Roger Donaldson,112,413,6.4,2008,20255732.68,65651661.35,Thriller,Above Average,Popular
1.351237,Step Brothers,Adam McKay,98,678,6.6,2008,65831131.2,129745707.5,Comedy,Above Average,Popular
1.34132,Fool's Gold,Andy Tennant,112,281,5.3,2008,70895064.37,112653311.6,Comedy,Low,Popular
1.300453,Never Back Down,Jeff Wadlow,115,276,6.5,2008,20255732.68,42159705.72,Drama,Above Average,Popular
1.273395,Pineapple Express,David Gordon Green,111,719,6.6,2008,27345239.11,102924282.7,Action,Above Average,Popular
1.254928,The Wrestler,Darren Aronofsky,109,539,7.0,2008,6076719.802999999,45275608.61,Drama,High,Popular
1.22837,Bedtime Stories,Adam Shankman,99,599,5.8,2008,81022930.7,215596389.5,Fantasy,Below Average,Popular
1.210534,Punisher: War Zone,Lexi Alexander,102,147,5.5,2008,20762125.99,10218382.12,Action,Low,Popular
1.172718,Max Payne,John Moore,100,359,5.3,2008,35447532.18,86509099.69,Action,Low,Popular
1.169851,Mirrors,Alexandre Aja,110,238,6.0,2008,35447532.18,73362657.22,Horror,Below Average,Popular
1.1420549999999998,Vantage Point,Pete Travis,90,455,6.2,2008,40511465.35,153094337.6,Drama,Below Average,Popular
1.133017,Zack and Miri Make a Porno,Kevin Smith,102,439,6.0,2008,24306879.21,42643493.64,Comedy,Below Average,Popular
1.1214870000000001,Get Smart,Peter Segal,110,637,5.9,2008,81022930.7,233635143.4,Action,Below Average,Popular
1.1034680000000001,Role Models,David Wain,99,328,6.3,2008,28358025.75,93562168.08,Comedy,Above Average,Popular
1.0647659999999999,Babylon A.D.,Mathieu Kassovitz,101,436,5.4,2008,70895064.37,73030634.36,Action,Low,Popular
1.054819,In Bruges,Martin McDonagh,107,794,7.3,2008,15191799.51,32411742.73,Comedy,High,Popular
1.043504,Changeling,Clint Eastwood,141,642,7.1,2008,55703264.86,114465403.6,Crime,High,Popular
1.019335,The Spiderwick Chronicles,Mark Waters,95,276,6.2,2008,91150797.04,164921838.2,Adventure,Below Average,Popular
1.01377,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz|Hayden Schlossberg,107,317,6.0,2008,12153439.61,44049253.64,Comedy,Below Average,Popular
0.9568399999999999,Street Kings,David Ayer,109,173,6.2,2008,20255732.68,66408286.9,Action,Below Average,Popular
0.951793,Nick and Norah's Infinite Playlist,Peter Sollett,89,213,6.4,2008,9115079.704,33395562.66,Comedy,Above Average,Popular
0.943042,Four Christmases,Seth Gordon,88,221,5.3,2008,81022930.7,165827299.8,Comedy,Low,Popular
0.9385549999999999,Stargate: The Ark of Truth,Robert C. Cooper,97,106,6.8,2008,7089506.437000001,9013801.041000001,Adventure,High,Popular
0.931752,The House Bunny,Fred Wolf,97,299,5.6,2008,25319665.85,71343668.08,Romance,Low,Popular
0.900342,Star Wars: The Clone Wars,Dave Filoni,98,261,6.0,2008,8608686.387,69155951.72,Thriller,Below Average,Popular
0.892309,Saw V,David Hackl,92,437,5.9,2008,10938095.65,115313387.6,Horror,Below Average,Popular
0.885215,The Love Guru,Marco Schnabel,87,144,4.5,2008,62792771.3,42353789.06,Comedy,Low,Popular
0.879116,Speed Racer,Lana Wachowski|Lilly Wachowski,135,194,5.6,2008,121534396.1,95147016.11,Family,Low,Popular
0.866771,Vicky Cristina Barcelona,Woody Allen,96,563,6.7,2008,15191799.51,97641394.13,Drama,Above Average,Popular
0.8651049999999999,Horton Hears a Who!,Jimmy Hayward|Steve Martino,88,558,6.2,2008,86086863.87,300937409.0,Animation,Below Average,Popular
0.826564,The Forbidden Kingdom,Rob Minkoff,104,243,6.2,2008,55703264.86,129542119.2,Action,Below Average,Popular
0.822759,Righteous Kill,Jon Avnet,101,195,5.8,2008,60767198.03,74110222.38,Action,Below Average,Popular
0.8027850000000001,Transsiberian,Brad Anderson,111,71,6.3,2008,15191799.51,6002188.834,Thriller,Above Average,Popular
0.798582,Traitor,Jeffrey Nachmanoff,114,98,6.2,2008,22281305.94,23831711.12,Drama,Below Average,Popular
0.787623,You Don't Mess With the Zohan,Dennis Dugan,113,606,5.6,2008,91150797.04,204174046.2,Comedy,Low,Semi Popular
0.7859510000000001,Defiance,Edward Zwick,137,344,6.6,2008,32409172.28,51809322.05,Action,Above Average,Semi Popular
0.774511,Untraceable,Gregory Hoblit,101,119,5.8,2008,35447532.18,32898763.47,Drama,Below Average,Semi Popular
0.764367,The Strangers,Bryan Bertino,90,241,5.9,2008,9115079.704,83444650.4,Thriller,Below Average,Semi Popular
0.7596729999999999,Milk,Gus Van Sant,128,325,7.1,2008,20255732.68,55284562.66,History,High,Semi Popular
0.749838,Outlander,Howard McCain,115,167,6.0,2008,50639331.69,7123620.129,Fantasy,Below Average,Semi Popular
0.748854,The X Files: I Want to Believe,Chris Carter,104,312,5.4,2008,30383599.01,69243648.92,Drama,Low,Semi Popular
0.743689,Doubt,John Patrick Shanley,104,197,6.7,2008,20255732.68,51558166.16,Drama,Above Average,Semi Popular
0.721663,City of Ember,Gil Kenan,90,358,6.1,2008,55703264.86,18097532.97,Adventure,Below Average,Semi Popular
0.720175,Made of Honor,Paul Weiland,101,240,5.8,2008,40511465.35,85683451.71,Comedy,Below Average,Semi Popular
0.715969,Deception,Marcel Langenegger,107,107,5.8,2008,25319665.85,17968149.48,Drama,Below Average,Semi Popular
0.714882,RockNRolla,Guy Ritchie,114,508,6.8,2008,18230159.41,26068130.36,Action,High,Semi Popular
0.709809,The Eye,David Moreau|Xavier Palud,98,171,5.6,2008,12153439.61,57029778.36,Drama,Low,Semi Popular
0.7023020000000001,Elegy,Isabel Coixet,112,37,6.3,2008,13166226.24,15084795.56,Drama,Above Average,Semi Popular
0.6964060000000001,Bangkok Dangerous,Oxide Pang Chun|Danny Pang,99,231,5.0,2008,45575398.52,43030660.7,Action,Low,Semi Popular
0.68675,Meet the Spartans,Jason Friedberg|Aaron Seltzer,84,182,4.0,2008,30383599.01,85729179.03,Comedy,Low,Semi Popular
0.68078,Stop-Loss,Kimberly Peirce,113,37,6.1,2008,25319665.85,11350431.47,Drama,Below Average,Semi Popular
0.6664140000000001,Blindness,Fernando Meirelles,121,187,6.3,2008,25319665.85,20098729.48,Drama,Above Average,Semi Popular
0.66173,The Spirit,Frank Miller,103,205,4.6,2008,60767198.03,39530416.41,Action,Low,Semi Popular
0.651467,Nothing But the Truth,Rod Lurie,108,58,6.1,2008,11647046.29,189089.2901,Drama,Below Average,Semi Popular
0.6462439999999999,Appaloosa,Ed Harris,115,154,6.2,2008,20255732.68,20469829.69,Drama,Below Average,Semi Popular
0.6450640000000001,The Informers,Gregor Jordan,98,29,4.3,2008,18230159.41,387060.719,Action,Low,Semi Popular
0.642656,The Happening,M. Night Shyamalan,91,490,4.8,2008,60767198.03,165493183.5,Thriller,Low,Semi Popular
0.634961,Doomsday,Neil Marshall,105,162,5.8,2008,30383599.01,22495435.37,Action,Below Average,Semi Popular
0.634256,The Secret of Moonacre,GÃ¡bor CsupÃ³,103,52,5.7,2008,12153439.61,7160735.721,Adventure,Low,Semi Popular
0.630893,Vals Im Bashir,Ari Folman,90,168,7.7,2008,2025573.2680000002,11268111.16,Drama,High,Semi Popular
0.6204890000000001,Sex and the City,Michael Patrick King,145,309,6.1,2008,65831131.2,420562471.3,Comedy,Below Average,Semi Popular
0.615524,The Rocker,Peter Cattaneo,102,78,5.4,2008,15191799.51,8874937.866,Comedy,Low,Semi Popular
0.6067,The Tale of Despereaux,Robert Stevenhagen|Sam Fell,100,174,5.7,2008,60767198.03,51527692.42,Animation,Low,Semi Popular
0.598695,Superhero Movie,Craig Mazin,85,170,4.9,2008,35447532.18,26202647.67,Action,Low,Semi Popular
0.595488,The Secret Life of Bees,Gina Prince-Bythewood,114,80,7.2,2008,11140652.97,38592634.73,Adventure,High,Semi Popular
0.593722,The Other Man,Richard Eyre,90,25,5.1,2008,15191799.51,1158482.068,Drama,Low,Semi Popular
0.5899409999999999,Beverly Hills Chihuahua,Raja Gosnell,91,118,5.1,2008,20255732.68,151190415.2,Adventure,Low,Semi Popular
0.5794699999999999,Revolutionary Road,Sam Mendes,119,430,6.5,2008,35447532.18,76187576.39,Drama,Above Average,Semi Popular
0.5769890000000001,Sunshine Cleaning,Christine Jeffs,102,111,6.2,2008,5063933.169,16381192.84,Comedy,Below Average,Semi Popular
0.5319050000000001,Ong Bak 2,Tony Jaa|Panna Rittikrai,98,88,6.2,2008,8608686.387,9050932.837000001,Adventure,Below Average,Semi Popular
0.5273979999999999,Pride and Glory,Gavin O'Connor,130,118,6.3,2008,30383599.01,31546610.26,Thriller,Above Average,Semi Popular
0.518011,"Surfer, Dude",S.R. Bindler,85,13,5.0,2008,6076719.802999999,70385.63269,Comedy,Low,Semi Popular
0.517412,Baby Mama,Michael McCullers,99,130,5.8,2008,30383599.01,64649663.94,Comedy,Below Average,Semi Popular
0.5134380000000001,College,Deb Hagan,94,16,4.8,2008,7089506.437000001,6309940.257999999,Comedy,Low,Semi Popular
0.5052909999999999,Brideshead Revisited,Julian Jarrold,133,30,6.0,2008,20255732.68,13373129.43,Drama,Below Average,Semi Popular
0.49916499999999997,The Brothers Bloom,Rian Johnson,114,110,6.8,2008,20255732.68,5601483.853999999,Adventure,High,Semi Popular
0.498026,Meet Dave,Brian Robbins,90,205,5.1,2008,60767198.03,51297723.01,Comedy,Low,Semi Popular
0.481188,Quarantine,John Erick Dowdle,89,165,5.3,2008,12153439.61,41377822.28,Horror,Low,Semi Popular
0.480116,Justice League: The New Frontier,Dave Bullock,75,66,6.3,2008,3544753.2180000003,5298016.518,Action,Above Average,Semi Popular
0.45518000000000003,Two Lovers,James Gray,110,76,6.5,2008,12153439.61,3188436.65,Drama,Above Average,Non Popular
0.45360200000000006,Passengers,Rodrigo GarcÃ­a,93,111,5.5,2008,25319665.85,2025573.2680000002,Drama,Low,Non Popular
0.451304,The Sisterhood of the Traveling Pants 2,Sanaa Hamri,117,127,6.0,2008,27345239.11,44919535.11,Adventure,Below Average,Non Popular
0.45091099999999995,The Express,Gary Fleder,130,39,7.1,2008,40511465.35,9918721.847000001,Drama,High,Non Popular
0.43644099999999997,Surveillance,Jennifer Chambers Lynch,97,35,6.0,2008,3544753.2180000003,1129756.4009999998,Thriller,Below Average,Non Popular
0.436406,The Women,Diane English,114,60,4.6,2008,16204586.14,50646974.18,Comedy,Low,Non Popular
0.432911,Gong fu guan lan,Chu Yen-ping,100,32,5.1,2008,10127866.34,23189500.08,Action,Low,Non Popular
0.42702299999999993,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,Andrey Kravchuk,123,28,6.7,2008,2025573.2680000002,38623507.51,Action,Above Average,Non Popular
0.421518,Space Chimps,Kirk De Micco,81,60,5.1,2008,37473105.45,64616136.65,Animation,Low,Non Popular
0.417779,Lakeview Terrace,Neil LaBute,110,147,5.8,2008,20255732.68,27993450.92,Drama,Below Average,Non Popular
0.389554,Jodhaa Akbar,Ashutosh Gowariker,213,48,7.8,2008,8483911.074,13166226.24,Action,High,Non Popular
0.382852,Choke,Clark Gregg,92,54,6.1,2008,3038359.901,3879111.559,Comedy,Below Average,Non Popular
0.37403400000000003,"War, Inc.",Joshua Seftel,106,41,5.5,2008,5063933.169,1312757.83,Action,Low,Non Popular
0.371517,The Wackness,Jonathan Levine,99,40,6.3,2008,6076719.802999999,2937055.918,Drama,Above Average,Non Popular
0.36839099999999997,What Just Happened,Barry Levinson,104,68,5.1,2008,25319665.85,6758752.602999999,Comedy,Low,Non Popular
0.345926,Assassination of a High School President,Brett Simon,93,53,6.2,2008,11647046.29,70453.48939,Comedy,Below Average,Non Popular
0.812489,Disaster Movie,Jason Friedberg|Aaron Seltzer,87,130,3.3,2008,25319665.85,14289694.25,Action,Low,Popular
0.359217,Miracle at St. Anna,Spike Lee,160,51,6.3,2008,45575398.52,9443053.438,Thriller,Above Average,Non Popular
0.33511599999999997,My Best Friend's Girl,Howard Deutch,101,127,5.3,2008,20255732.68,37088761.03,Comedy,Low,Non Popular
0.333395,Paris,CÃ©dric Klapisch,130,48,6.3,2008,19242946.04,23851125.23,Drama,Above Average,Non Popular
0.326352,The Midnight Meat Train,RyÃ»hei Kitamura,98,130,5.7,2008,15191799.51,3578405.08,Mystery,Low,Non Popular
0.32288,Mutant Chronicles,Simon Hunter,111,61,5.1,2008,8102293.07,2059162.336,Action,Low,Non Popular
0.308655,Swing Vote,Joshua Michael Stern,120,34,5.7,2008,21268519.31,17825044.76,Drama,Low,Non Popular
0.282905,W.,Oliver Stone,131,71,5.6,2008,25420944.51,29883752.35,Drama,Low,Non Popular
0.280555,Fireproof,Alex Kendrick,122,54,7.5,2008,506393.3169,33884110.67,Drama,High,Non Popular
0.278543,Smart People,Noam Murro,95,34,5.5,2008,7089506.437000001,10705118.26,Comedy,Low,Non Popular
0.768409,Nim's Island,Jennifer Flackett|Mark Levin,96,183,5.5,2008,37473105.45,101355981.5,Adventure,Low,Semi Popular
0.259988,Igor,Anthony Leondis,87,89,5.4,2008,25319665.85,30383599.01,Animation,Low,Non Popular
0.659884,How to Lose Friends & Alienate People,Robert B. Weide,110,106,6.0,2008,27345239.11,17507332.58,Comedy,Below Average,Semi Popular
0.239048,Oorlogswinter,Martin Koolhoven,103,41,6.8,2008,4051146.535,536825.5297,Drama,High,Non Popular
0.23477199999999998,While She Was Out,Susan Montford,108,18,4.7,2008,6076719.802999999,396414.8163,Action,Low,Non Popular
0.224471,Welcome Home Roscoe Jenkins,Malcolm D. Lee,114,31,6.1,2008,35447532.18,44208931.6,Comedy,Below Average,Non Popular
0.21503000000000003,Ghajini,A.R. Murugadoss,183,53,6.9,2008,9216358.367999999,76971784.17,Action,High,Non Popular
0.352054,Dr. Horrible's Sing-Along Blog,Joss Whedon,42,140,7.7,2008,202557.3268,3.038359901,Adventure,High,Non Popular
0.193779,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,155,18,6.4,2008,2329409.258,11241931.64,Drama,Above Average,Non Popular
0.168979,Bottle Shock,Randall Miller,110,31,6.4,2008,5063933.169,4092253.519,Comedy,Above Average,Non Popular
0.281186,Julia,Erick Zonca,138,10,7.1,2008,6076719.802999999,1316622.624,Drama,High,Non Popular
0.086287,Sleep Dealer,Alex Rivera,90,18,5.8,2008,2531966.585,108934.3175,Drama,Below Average,Non Popular
0.12730999999999998,The Yellow Handkerchief,Udayan Prasad,102,30,6.6,2008,15191799.51,321053.3629,Drama,Above Average,Non Popular
0.10179500000000001,It's Alive,Josef Rusnak,80,11,4.2,2008,11140652.97,15698192.82,Horror,Low,Non Popular
0.021371,Expelled: No Intelligence Allowed,Nathan Frankowski,90,12,4.5,2008,3544753.2180000003,7798457.08,Documentary,Low,Non Popular
7.9592279999999995,Captain America: The First Avenger,Joe Johnston,124,5025,6.5,2011,135715726.0,359229613.6,Action,Above Average,Very Popular
5.903353,Drive,Nicolas Winding Refn,100,2347,7.3,2011,14540970.64,73844056.81,Drama,High,Very Popular
5.711315,Harry Potter and the Deathly Hallows: Part 2,David Yates,130,3750,7.7,2011,121174755.3,1287183998.0,Adventure,High,Very Popular
4.9551300000000005,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,136,3180,6.3,2011,368371256.2,990417500.3,Adventure,Above Average,Very Popular
4.50453,Rise of the Planet of the Apes,Rupert Wyatt,105,2578,6.9,2011,90154017.96,468083718.2,Thriller,High,Very Popular
4.12352,Thor,Kenneth Branagh,115,4485,6.5,2011,145409706.4,430524218.5,Adventure,Above Average,Very Popular
3.5961879999999997,In Time,Andrew Niccol,109,2068,6.6,2011,38775921.7,168607979.3,Action,Above Average,Very Popular
3.355611,Drive Angry,Patrick Lussier,105,378,5.3,2011,48469902.13,28046043.5,Fantasy,Low,Very Popular
3.1866790000000003,The Mechanic,Simon West,93,678,6.3,2011,38775921.7,49507940.34,Action,Above Average,Very Popular
2.9944740000000003,Source Code,Duncan Jones,93,1668,7.0,2011,31020737.36,142824028.1,Thriller,High,Very Popular
2.9527400000000004,Mission: Impossible - Ghost Protocol,Brad Bird,133,3036,6.7,2011,140562716.2,673453790.7,Action,Above Average,Very Popular
2.924415,"Crazy, Stupid, Love.",Glenn Ficarra|John Requa,118,1577,6.9,2011,48469902.13,138479670.8,Comedy,High,Very Popular
2.776061,The Girl with the Dragon Tattoo,David Fincher,158,1679,7.1,2011,87245823.83,225498881.3,Thriller,High,Very Popular
2.754426,Limitless,Neil Burger,105,2445,7.0,2011,26173747.15,156896544.9,Thriller,High,Very Popular
2.726573,Kung Fu Panda 2,Jennifer Yuh,91,1207,6.6,2011,145409706.4,645320794.2,Animation,Above Average,Very Popular
2.690458,Just Go With It,Dennis Dugan,117,1010,6.3,2011,77551843.41,208341483.1,Romance,Above Average,Very Popular
2.686643,Horrible Bosses,Seth Gordon,98,1417,6.4,2011,33928931.49,113419571.0,Comedy,Above Average,Very Popular
2.6570139999999998,Real Steel,Shawn Levy,127,1856,6.5,2011,106633784.7,290110305.9,Action,Above Average,Very Popular
2.633754,Friends with Benefits,Will Gluck,109,1366,6.5,2011,33928931.49,145878667.2,Comedy,Above Average,Very Popular
2.6042490000000003,Bad Teacher,Jake Kasdan,92,953,5.4,2011,19387960.85,209581425.6,Comedy,Low,Very Popular
2.579776,Sherlock Holmes: A Game of Shadows,Guy Ritchie,129,2710,6.9,2011,121174755.3,324375126.0,Adventure,High,Very Popular
2.454226,Cars 2,John Lasseter|Brad Lewis,106,1277,5.8,2011,193879608.5,542719816.8,Animation,Below Average,Very Popular
2.4198049999999998,Green Lantern,Martin Campbell,114,1654,5.1,2011,193879608.5,213123295.8,Adventure,Low,Very Popular
2.4115330000000004,The Hangover Part II,Todd Phillips,102,2601,6.1,2011,77551843.41,246669134.8,Comedy,Below Average,Very Popular
2.2525049999999998,No Strings Attached,Ivan Reitman,108,859,6.1,2011,24234951.06,143258069.3,Comedy,Below Average,Very Popular
2.2343,The Adventures of Tintin,Steven Spielberg,107,1448,6.6,2011,126021745.5,360557976.8,Adventure,Above Average,Very Popular
2.208685,Bridesmaids,Paul Feig,125,1145,6.5,2011,31505436.38,279558422.7,Romance,Above Average,Very Popular
2.164361,Hall Pass,Bobby Farrelly|Peter Farrelly,105,423,5.4,2011,34898329.53,80615852.76,Comedy,Low,Very Popular
2.0267169999999997,Super 8,J.J. Abrams,112,1527,6.6,2011,48469902.13,252136540.7,Thriller,Above Average,Very Popular
1.9728259999999997,Sucker Punch,Zack Snyder,110,1007,5.9,2011,79490639.49,87044675.68,Action,Below Average,Very Popular
1.934043,Red Riding Hood,Catherine Hardwicke,100,533,5.5,2011,40714717.79,86433625.32,Thriller,Low,Very Popular
1.888096,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,117,1658,5.8,2011,106633784.7,690378003.2,Adventure,Below Average,Very Popular
1.885979,Shame,Steve McQueen,100,458,6.9,2011,6301087.277000001,17152213.91,Drama,High,Very Popular
1.825552,Mr. Popper's Penguins,Mark Waters,94,465,5.7,2011,53316892.34,181628117.6,Comedy,Low,Very Popular
1.821261,The Tree of Life,Terrence Malick,139,582,6.5,2011,31020737.36,53001087.66,Drama,Above Average,Very Popular
1.794214,I Am Number Four,D.J. Caruso,109,1016,6.0,2011,48469902.13,140071066.6,Action,Below Average,Very Popular
1.710793,Rio,Carlos Saldanha,96,1530,6.5,2011,87245823.83,469804957.1,Animation,Above Average,Very Popular
1.6444720000000002,The Artist,Michel Hazanavicius,100,651,7.2,2011,14540970.64,129349549.4,Drama,High,Very Popular
1.64314,Zookeeper,Frank Coraci,102,327,5.4,2011,77551843.41,164654932.1,Comedy,Low,Very Popular
1.6402560000000002,Cowboys & Aliens,Jon Favreau,119,1363,5.4,2011,158011880.9,169472419.7,Action,Low,Very Popular
1.592819,War Horse,Steven Spielberg,146,611,6.9,2011,63980270.81,172150434.1,Drama,High,Very Popular
1.531633,50/50,Jonathan Levine,100,773,6.8,2011,7755184.341,37988560.13,Comedy,High,Very Popular
1.499109,Rango,Gore Verbinski,107,1385,6.5,2011,130868735.7,238204949.2,Animation,Above Average,Very Popular
1.493933,The Change-Up,David Dobkin,112,440,5.9,2011,50408698.21,73141505.94,Comedy,Below Average,Very Popular
1.488615,Hugo,Martin Scorsese,126,1257,6.8,2011,164797667.2,180085229.5,Adventure,High,Very Popular
1.482692,The Lincoln Lawyer,Brad Furman,119,582,6.9,2011,38775921.7,82799096.13,Crime,High,Very Popular
1.4810159999999999,Ghost Rider: Spirit of Vengeance,Mark Neveldine|Brian Taylor,95,752,4.7,2011,55255688.43,144651011.9,Action,Low,Very Popular
1.4703629999999999,One Day,Lone Scherfig,107,591,6.9,2011,14540970.64,57572000.1,Drama,High,Very Popular
1.46909,Killer Elite,Gary McKendry,116,440,6.0,2011,63980270.81,56009013.46,Action,Below Average,Very Popular
1.465299,The Rite,Mikael HÃ¥fstrÃ¶m,114,320,5.7,2011,35867727.58,93108387.43,Drama,Low,Very Popular
1.425344,Winnie the Pooh,Stephen Anderson|Don Hall,63,174,6.8,2011,29081941.28,14017495.7,Animation,High,Very Popular
1.407986,The Three Musketeers,Paul W.S. Anderson,110,589,5.5,2011,72704853.19,128226625.9,Adventure,Low,Very Popular
1.388994,Chalet Girl,Phil Traill,96,108,6.2,2011,7755184.341,1695920.1909999999,Comedy,Below Average,Very Popular
1.3677270000000001,Midnight in Paris,Woody Allen,94,1117,7.2,2011,29081941.28,146494675.1,Fantasy,High,Popular
1.344998,Priest,Scott Stewart,87,439,5.3,2011,58163882.56,75912718.31,Action,Low,Popular
1.2851059999999999,Young Adult,Jason Reitman,94,219,5.2,2011,11632776.51,22237047.87,Comedy,Low,Popular
1.246852,Warrior,Gavin O'Connor,140,768,7.6,2011,24234951.06,22351522.15,Action,High,Popular
1.2465950000000001,Abduction,John Singleton,106,631,5.5,2011,33928931.49,79575127.38,Thriller,Low,Popular
