id,popularity,original_title,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
13804,0.580292,Fast & Furious,Justin Lin,107,Action|Crime|Drama|Thriller,1661,6.4,2009,86394036.9,369120316.6
22074,0.576401,Capitalism: A Love Story,Michael Moore,120,Documentary,78,6.9,2009,20328008.68,17722475.32
24150,0.565345,Halloween II,Rob Zombie,105,Horror,131,5.2,2009,15246006.51,40067996.17
18126,0.549975,Hannah Montana: The Movie,Peter Chelsom,102,Comedy|Drama|Family|Music|Romance,247,5.8,2009,35574015.19,158096289.1
15357,0.544071,Banlieue 13 - Ultimatum,Patrick Alessandrin,101,Action|Thriller|Crime,193,5.9,2009,15246006.51,8930475.364
20856,0.53923,Aliens in the Attic,John Schultz,86,Adventure|Comedy|Family|Fantasy|Science Fiction,146,5.1,2009,45738019.54,58830330.45
21407,0.536017,The Collector,Marcus Dunstan,88,Horror|Thriller,172,6.2,2009,3455761.4760000003,9598903.995
31723,0.534693,Women in Trouble,Sebastian Gutierrez,92,Comedy|Drama,11,4.5,2009,3049201.3019999997,18393.79866
22824,0.5291600000000001,The Fourth Kind,Olatunde Osunsanmi,98,Science Fiction|Thriller,244,5.6,2009,10164004.34,43027579.42
36691,0.520419,Solitary Man,Brian Koppelman|David Levien,90,Comedy|Drama|Romance,42,5.7,2009,15246006.51,5107190.606000001
38542,0.510379,The Disappearance of Alice Creed,J Blakeson,100,Crime|Drama|Thriller,74,6.3,2009,813120.3473,881944.8863
16558,0.508705,Duplicity,Tony Gilroy,125,Thriller,124,5.5,2009,79428291.02,60984026.05
29963,0.49236599999999997,Bright Star,Jane Campion,119,Drama|Romance,65,6.3,2009,8639403.69,4512873.83
16614,0.480074,Adventureland,Greg Mottola,107,Comedy,400,6.3,2009,9655804.124,17445880.23
12569,0.47888800000000004,Extract,Mike Judge,92,Comedy,94,5.8,2009,8131203.472999999,11026707.75
34769,0.47668699999999997,Defendor,Peter Stebbings,101,Drama|Action|Comedy|Crime,85,6.3,2009,3557401.519,45191.1961
10197,0.472113,Nine,Rob Marshall,112,Drama|Music|Romance,95,5.0,2009,81312034.73,54708276.81
28089,0.471747,The Messenger,Oren Moverman,113,Drama|History,61,6.9,2009,6606602.822000001,1546210.341
19255,0.461154,Away We Go,Sam Mendes,98,Drama|Comedy|Romance,103,6.6,2009,17278807.38,15143773.91
23049,0.45893199999999995,My Life in Ruins,Donald Petrie,95,Comedy|Romance,56,5.7,2009,17278807.38,20790751.41
10024,0.457298,My Sister's Keeper,Nick Cassavetes,109,Drama,354,7.0,2009,30492013.02,97284640.5
17332,0.44710600000000006,The Soloist,Joe Wright,109,Drama,133,6.5,2009,60984026.05,32240382.36
13207,0.44144399999999995,Friday the 13th,Marcus Nispel,97,Horror,275,5.6,2009,19311608.25,92877707.11
15577,0.438147,Crossing Over,Wayne Kramer,113,Drama,49,5.8,2009,25410010.85,1054347.744
25941,0.429492,Harry Brown,Daniel Barber,103,Thriller|Crime|Drama|Action,172,6.6,2009,7419723.169,10499159.34
19959,0.427479,Surrogates,Jonathan Mostow,89,Action|Science Fiction|Thriller,755,5.7,2009,81312034.73,124452919.4
15268,0.426205,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,97,Action|Adventure|Science Fiction|Thriller,71,4.1,2009,50820021.71,12973539.44
15189,0.424415,Hotel for Dogs,Thor Freudenthal,100,Comedy|Family,108,5.6,2009,35574015.19,74232256.85
17335,0.415099,Obsessed,Steve Shill,108,Drama|Thriller,67,5.5,2009,20328008.68,75041189.63
11928,0.41491000000000006,Tetro,Francis Ford Coppola,127,Drama|Mystery,19,6.7,2009,15246006.51,115077.8736
22798,0.409005,Whip It,Drew Barrymore,111,Drama,214,6.6,2009,15246006.51,16905823.99
32985,0.39561599999999997,Solomon Kane,Michael J. Bassett,104,Adventure|Fantasy|Action|Science Fiction,230,5.5,2009,45738019.54,7938087.391
29426,0.394989,Survival of the Dead,George A. Romero,90,Horror|Science Fiction,35,4.6,2009,4065601.736,145539.3946
2080,0.391859,X-Men Origins: Wolverine,Gavin Hood,107,Adventure|Action|Thriller|Science Fiction,2784,6.2,2009,152460065.1,346726502.5
17532,0.38802600000000004,S. Darko,Chris Fisher,103,Thriller|Crime|Science Fiction|Mystery,63,3.8,2009,4065601.736,4167241.78
24804,0.37852199999999997,Black Dynamite,Scott Sanders,90,Action|Comedy,102,7.4,2009,2947561.2589999996,301420.6635
28053,0.37654299999999996,City Island,Raymond De Felitta,104,Drama|Comedy,51,6.3,2009,6098402.605,6780114.573
8915,0.37049699999999997,Amelia,Mira Nair,111,Drama|Adventure|Romance,41,5.3,2009,40656017.36,19574367.07
25137,0.363832,Beyond a Reasonable Doubt,Peter Hyams,105,Drama,42,5.6,2009,25410010.85,4460537.338
14536,0.35320300000000004,New in Town,Jonas Elmer,97,Comedy|Romance,50,5.3,2009,8131203.472999999,29486606.99
12404,0.348842,Me and Orson Welles,Richard Linklater,114,Comedy|Drama|Romance,24,6.4,2009,25410010.85,2374486.235
25132,0.34770700000000004,Shorts,Robert Rodriguez,89,Comedy|Family,20,4.8,2009,40656017.36,29447669.71
26688,0.31953200000000004,Sorority Row,Stewart Hendler,101,Horror|Mystery|Thriller,92,5.3,2009,12705005.43,27652312.18
22215,0.292324,ChÃ©ri,Stephen Frears,86,Drama|Comedy|Romance,29,5.8,2009,23377209.98,9519837.189
41479,0.290674,The Joneses,Derrick Borte,96,Comedy|Drama,117,6.0,2009,10164004.34,7137903.788
17927,0.285353,Fired Up!,Will Gluck,90,Comedy|Romance,103,5.9,2009,20328008.68,18904135.35
22717,0.278387,Wanted,Prabhu Deva,129,Action|Comedy|Crime|Thriller,18,4.9,2009,76.23003256,136.1976582
20178,0.278321,World's Greatest Dad,Bobcat Goldthwait,99,Comedy|Romance,67,6.3,2009,10164004.34,300600.4284
17680,0.272422,The Girlfriend Experience,Steven Soderbergh,77,Comedy|Drama,41,5.5,2009,1727880.7380000001,1024493.0140000001
25704,0.249295,Post Grad,Vicky Jenson,89,Comedy,63,5.1,2009,15246006.51,6510293.799
25183,0.118533,Paper Heart,Nicholas Jasenovec,88,Comedy|Drama|Romance,17,5.1,2009,1016400.434,1318241.887
25196,0.22600900000000002,Crazy Heart,Scott Cooper,112,Drama|Music|Romance,126,6.4,2009,7114803.039,40109639.11
38850,0.22081900000000002,Stolen Lives,Anders Anderson,97,Crime|Drama|Mystery|Thriller,12,6.0,2009,2032800.868,7425.821572
43937,0.182881,Like Dandelion Dust,Jon Gunn,100,Drama|Family,11,7.0,2009,2541001.085,358596.2372
30128,0.190162,I Hope They Serve Beer in Hell,Bob Gosse,106,Comedy|Drama,11,5.6,2009,7114803.039,1452740.124
21033,0.159638,Beautiful,Dean O'Flaherty,97,Drama|Mystery|Thriller,10,4.4,2009,1524600.6509999998,56918.42431
24438,0.145905,Did You Hear About The Morgans?,Marc Lawrence,103,Comedy,181,5.0,2009,58951225.18,86678883.12
1977,0.145081,The Grudge 3,Toby Wilkins,90,Horror|Thriller,74,5.4,2009,5082002.171,39243229.91
29150,0.11445799999999999,Big Fan,Robert D. Siegel,91,Comedy|Drama,16,5.7,2009,254100.1085,236548.9058
33870,0.166371,Mao's Last Dancer,Bruce Beresford,117,Drama|Romance,16,6.7,2009,25410010.85,21059258.99
42151,0.092519,Down Terrace,Ben Wheatley,89,Drama|Action|Comedy,15,6.5,2009,31703.562339999997,10164.004340000001
27205,9.363643,Inception,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,9767,7.9,2010,160000000.0,825500000.0
10138,5.70486,Iron Man 2,Jon Favreau,124,Adventure|Action|Science Fiction,4920,6.6,2010,200000000.0,623933331.0
12155,5.57295,Alice in Wonderland,Tim Burton,108,Family|Fantasy|Adventure,2853,6.3,2010,200000000.0,1025467110.0
44214,5.29318,Black Swan,Darren Aronofsky,108,Drama|Mystery|Thriller,2597,7.1,2010,13000000.0,327803731.0
12444,4.8405879999999994,Harry Potter and the Deathly Hallows: Part 1,David Yates,146,Adventure|Fantasy|Family,3467,7.4,2010,250000000.0,954305868.0
20352,3.7918809999999996,Despicable Me,Pierre Coffin|Chris Renaud,95,Action|Animation|Family,4851,7.1,2010,69000000.0,543513985.0
27578,3.74884,The Expendables,Sylvester Stallone,103,Action|Thriller,2025,5.9,2010,80000000.0,274470394.0
10191,3.560424,How to Train Your Dragon,Dean DeBlois|Chris Sanders,98,Fantasy|Adventure|Animation|Family,2949,7.4,2010,165000000.0,494878759.0
11324,3.176169,Shutter Island,Martin Scorsese,138,Drama|Thriller|Mystery,3554,7.6,2010,80000000.0,294804195.0
20526,2.911727,TRON: Legacy,Joseph Kosinski,125,Adventure|Action|Science Fiction,2026,6.3,2010,170000000.0,400062763.0
38757,2.865684,Tangled,Nathan Greno|Byron Howard,100,Animation|Family,2019,7.3,2010,260000000.0,591794936.0
10193,2.711136,Toy Story 3,Lee Unkrich,103,Animation|Family|Comedy,2924,7.5,2010,200000000.0,1063171911.0
27576,2.5867869999999997,Salt,Phillip Noyce,100,Action|Thriller|Crime|Mystery,1433,6.2,2010,110000000.0,293329073.0
44115,2.440611,127 Hours,Danny Boyle,94,Adventure|Drama|Thriller,1645,6.9,2010,18000000.0,35692920.0
37735,2.332359,Easy A,Will Gluck,92,Comedy,1303,6.6,2010,8000000.0,74952305.0
10140,2.245241,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,113,Adventure|Family|Fantasy,905,6.0,2010,155000000.0,415686217.0
23483,2.225609,Kick-Ass,Matthew Vaughn,117,Action|Crime,3085,7.0,2010,28000000.0,96188903.0
37710,2.162441,The Tourist,Florian Henckel von Donnersmarck,103,Action|Thriller|Romance,1084,6.0,2010,100000000.0,278346189.0
9543,2.1287990000000003,Prince of Persia: The Sands of Time,Mike Newell,116,Adventure|Fantasy|Action|Romance,1545,6.1,2010,150000000.0,335154643.0
20662,2.1183099999999997,Robin Hood,Ridley Scott,140,Action,844,6.1,2010,200000000.0,310669540.0
44264,2.100704,True Grit,Ethan Coen|Joel Coen,110,Drama|Adventure|Western,1084,7.0,2010,38000000.0,252276927.0
18823,2.087252,Clash of the Titans,Louis Leterrier,106,Adventure|Fantasy|Action,1530,5.6,2010,125000000.0,232713139.0
27022,2.053855,The Sorcerer's Apprentice,Jon Turteltaub,109,Fantasy|Adventure|Action|Comedy|Drama,871,5.8,2010,150000000.0,215283742.0
37799,1.9236939999999998,The Social Network,David Fincher,120,Drama,2022,7.1,2010,40000000.0,224920315.0
22538,1.906739,Scott Pilgrim vs. the World,Edgar Wright,112,Action|Adventure|Comedy,1258,7.2,2010,60000000.0,47664559.0
39451,1.903671,Little Fockers,Paul Weitz,98,Comedy|Romance,717,5.4,2010,100000000.0,310650585.0
34851,1.888263,Predators,NimrÃ³d Antal,107,Action|Science Fiction|Adventure|Thriller,722,5.8,2010,40000000.0,126248813.0
32657,1.878018,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,118,Adventure|Fantasy|Family,1175,6.0,2010,95000000.0,226497209.0
44048,1.874641,Unstoppable,Tony Scott,98,Action|Thriller,733,6.2,2010,100000000.0,167805466.0
10192,1.820934,Shrek Forever After,Mike Mitchell,93,Comedy|Adventure|Fantasy|Animation|Family,1191,6.0,2010,165000000.0,752600867.0
22971,1.784073,Dear John,Lasse HallstrÃ¶m,115,Drama|Romance|War,737,6.5,2010,25000000.0,114977104.0
34544,1.730679,The A-Team,Joe Carnahan,117,Thriller|Action|Adventure|Comedy|Crime,1162,6.2,2010,110000000.0,177238796.0
39514,1.720825,RED,Robert Schwentke,111,Action|Adventure|Comedy|Crime|Thriller,2064,6.5,2010,58000000.0,71664962.0
23631,1.71986,Machete,Robert Rodriguez|Ethan Maniquis,105,Action|Comedy|Thriller,753,6.2,2010,20000000.0,31327899.0
38365,1.659355,Grown Ups,Dennis Dugan,102,Comedy,1144,6.1,2010,80000000.0,271430189.0
20504,1.624483,The Book of Eli,Albert Hughes|Allen Hughes,118,Action|Thriller|Science Fiction,1506,6.5,2010,80000000.0,157107755.0
35056,1.618371,Date Night,Shawn Levy,97,Comedy,781,5.9,2010,55000000.0,152263880.0
23168,1.614028,The Town,Ben Affleck,125,Crime|Drama|Thriller,930,6.9,2010,37000000.0,154026136.0
24021,1.5462120000000001,The Twilight Saga: Eclipse,David Slade,124,Adventure|Fantasy|Drama|Romance,1331,5.9,2010,68000000.0,698491347.0
38055,1.540322,Megamind,Tom McGrath,95,Animation|Action|Comedy|Family|Science Fiction,1190,6.6,2010,130000000.0,321885765.0
10196,1.538276,The Last Airbender,M. Night Shyamalan,103,Action|Adventure|Family|Fantasy,732,4.7,2010,150000000.0,318502923.0
27581,1.419224,The Other Guys,Adam McKay,107,Action|Comedy|Crime,951,6.1,2010,100000000.0,170432927.0
49018,1.396973,Insidious,James Wan,103,Horror|Thriller,999,6.7,2010,1500000.0,97009150.0
41233,1.386743,Step Up 3D,Jon M. Chu,107,Drama|Romance,365,6.5,2010,30000000.0,159291809.0
45269,1.385499,The King's Speech,Tom Hooper,118,Drama|History,1688,7.4,2010,15000000.0,414211549.0
43347,1.3652790000000001,Love & Other Drugs,Edward Zwick,112,Drama|Comedy|Romance,756,6.5,2010,30000000.0,102820008.0
49009,1.36053,The Way Back,Peter Weir,133,Drama|Adventure|History,246,6.7,2010,30000000.0,20348249.0
31867,1.348633,Repo Men,Miguel Sapochnik,111,Action|Science Fiction|Thriller|Crime,375,6.1,2010,32000000.0,18409891.0
23830,1.344701,Last Night,Massy Tadjedin,90,Drama|Romance,150,6.1,2010,7000000.0,7644937.0
37834,1.325302,Knight and Day,James Mangold,109,Action|Comedy,1045,5.9,2010,117000000.0,261930431.0
38167,1.271623,Eat Pray Love,Ryan Murphy,133,Drama,407,5.7,2010,60000000.0,204594016.0
46705,1.271367,Blue Valentine,Derek Cianfrance,112,Drama|Romance,530,6.9,2010,1000000.0,12355734.0
27573,1.255298,The Bounty Hunter,Andy Tennant,110,Action,553,5.5,2010,40000000.0,136000000.0
25195,1.2347,Leap Year,Anand Tucker,100,Romance|Comedy,283,6.3,2010,19000000.0,29922472.0
22972,1.206958,Green Zone,Paul Greengrass,115,Action|Adventure|Drama|Thriller,445,6.3,2010,100000000.0,94882889.0
38745,1.203837,Gulliver's Travels,Rob Letterman,85,Comedy,375,5.0,2010,112000000.0,237382724.0
34806,1.2028450000000002,The Back-Up Plan,Alan Poul,106,Comedy|Romance,290,5.7,2010,35000000.0,77477008.0
37950,1.166631,Charlie St. Cloud,Burr Steers,99,Drama,324,6.8,2010,44000000.0,48190704.0
41210,1.147365,The Switch,Josh Gordon|Will Speck,101,Comedy|Romance|Drama,388,5.8,2010,19000000.0,49830607.0
27586,1.14644,The Runaways,Floria Sigismondi,106,Drama|Music,133,6.3,2010,10000000.0,2995811.0
32856,1.1458059999999999,Valentine's Day,Garry Marshall,125,Comedy|Romance,675,5.6,2010,52000000.0,216485654.0
46261,1.1383889999999999,Don't Be Afraid of the Dark,Troy Nixey,99,Fantasy|Horror|Thriller,186,5.4,2010,25000000.0,36993168.0
41439,1.1343969999999999,Saw 3D,Kevin Greutert,90,Horror|Crime,397,5.8,2010,20000000.0,136150434.0
38575,1.125831,The Karate Kid,Harald Zwart,140,Action|Adventure|Drama|Family,1019,6.1,2010,40000000.0,357852395.0
41733,1.119731,Due Date,Todd Phillips,95,Comedy|Drama,1015,6.2,2010,65000000.0,211780824.0
44147,1.1114870000000001,Wild Target,Jonathan Lynn,98,Action|Comedy,101,6.1,2010,8000000.0,3453043.0
26389,1.107689,From Paris with Love,Pierre Morel,92,Action|Crime|Thriller,432,6.1,2010,52000000.0,52615806.0
11439,1.107358,The Ghost Writer,Roman Polanski,128,Thriller|Mystery,357,6.5,2010,45000000.0,60222298.0
43923,1.084894,It's Kind of a Funny Story,Anna Boden|Ryan Fleck,101,Comedy|Drama,364,6.9,2010,8000000.0,6491240.0
43539,1.078211,The Next Three Days,Paul Haggis,133,Romance|Drama|Thriller|Crime,570,6.8,2010,30000000.0,51148651.0
23437,1.074308,A Nightmare on Elm Street,Samuel Bayer,95,Horror|Mystery|Thriller,423,5.5,2010,35000000.0,115664037.0
34813,1.065023,The Losers,Sylvain White,97,Action|Adventure|Crime|Mystery|Thriller,298,6.2,2010,25000000.0,23580000.0
45317,1.054685,The Fighter,David O. Russell,116,Drama,965,7.1,2010,25000000.0,9190869.0
32823,1.047978,Get Him to the Greek,Nicholas Stoller,109,Comedy,359,5.9,2010,40000000.0,90029656.0
20533,1.023117,Jonah Hex,Jimmy Hayward,80,Action|Western|Drama|Fantasy|Thriller,252,4.4,2010,47000000.0,10539000.0
40264,1.004446,Vampires Suck,Jason Friedberg|Aaron Seltzer,82,Horror|Comedy,177,4.3,2010,20000000.0,80547866.0
44639,1.003782,Inside Job,Charles Ferguson,109,Documentary,171,7.6,2010,2000000.0,7871522.0
37821,0.997641,Killers,Robert Luketic,100,Action|Comedy|Thriller|Romance,530,5.7,2010,75000000.0,98159963.0
22894,0.992107,Legion,Scott Stewart,100,Horror,376,5.0,2010,26000000.0,67918658.0
37786,0.984762,Sex and the City 2,Michael Patrick King,146,Comedy|Drama|Romance,275,5.5,2010,100000000.0,288347692.0
38303,0.982925,You Again,Andy Fickman,105,Comedy|Romance,213,6.0,2010,20000000.0,32005248.0
35019,0.981468,Nanny McPhee and the Big Bang,Susanna White,109,Fantasy|Comedy,228,6.0,2010,35000000.0,93246388.0
23048,0.944055,Hot Tub Time Machine,Steve Pink,101,Science Fiction|Comedy|Adventure,550,5.9,2010,36000000.0,64572262.0
41402,0.9196350000000001,Let Me In,Matt Reeves,116,Drama|Horror|Mystery,353,6.6,2010,20000000.0,24145613.0
43949,0.918093,Flipped,Rob Reiner,90,Comedy|Drama|Romance,259,7.2,2010,14000000.0,1755212.0
41216,0.914278,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,97,Animation|Adventure|Family|Fantasy,471,6.5,2010,80000000.0,140073390.0
22907,0.912689,Takers,John Luessenhop,107,Action|Crime|Drama|Thriller,248,6.1,2010,32000000.0,69055695.0
42297,0.912122,Burlesque,Steve Antin,119,Drama|Romance,341,6.8,2010,55000000.0,89519773.0
44129,0.8923559999999999,The Company Men,John Wells,104,Drama,133,6.4,2010,15000000.0,4882577.0
38073,0.8785290000000001,Going the Distance,Nanette Burstein,102,Comedy|Drama|Romance,172,6.0,2010,32000000.0,42045846.0
41283,0.878074,Faster,"George Tillman, Jr.",98,Crime|Drama|Action|Thriller,360,6.2,2010,24000000.0,23081726.0
41436,0.875432,Paranormal Activity 2,Tod Williams,91,Horror|Thriller,421,5.7,2010,3000000.0,177512032.0
42188,0.856916,Never Let Me Go,Mark Romanek,104,Drama|Romance|Science Fiction,414,6.7,2010,15000000.0,9455232.0
27579,0.8562219999999999,The American,Anton Corbijn,104,Crime|Drama|Thriller,290,5.6,2010,20000000.0,65464324.0
23742,0.8391069999999999,Cop Out,Kevin Smith,107,Action|Comedy|Crime,310,5.5,2010,30000000.0,55583804.0
43933,0.827664,Monsters,Gareth Edwards,94,Drama|Thriller|Science Fiction,328,6.3,2010,500000.0,4242978.0
38408,0.82289,Life as We Know It,Greg Berlanti,115,Comedy|Romance|Drama,516,6.5,2010,38000000.0,105610124.0
23759,0.804348,Centurion,Neil Marshall,97,Drama|Action|Thriller,198,5.7,2010,12000000.0,6814789.0
55347,0.802711,Beginners,Mike Mills,105,Drama|Romance|Comedy,204,6.8,2010,3200000.0,5332926.0
41505,0.7948850000000001,Shelter,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,112,Horror|Mystery|Thriller,112,5.5,2010,22000000.0,851517.0
44113,0.791799,Stone,John Curran,105,Drama,97,4.9,2010,22000000.0,9479718.0
33217,0.789582,Diary of a Wimpy Kid,Thor Freudenthal,94,Comedy|Family,190,5.8,2010,15000000.0,75700498.0
43947,0.788144,I Spit on Your Grave,Steven R. Monroe,108,Thriller|Crime|Horror,269,6.2,2010,2000000.0,572809.0
43593,0.78688,Piranha 3D,Alexandre Aja,88,Comedy|Horror,306,5.2,2010,24000000.0,83188165.0
38357,0.7784399999999999,Morning Glory,Roger Michell,102,Comedy|Drama|Romance,246,6.1,2010,40000000.0,58785180.0
45094,0.773316,Conviction,Tony Goldwyn,107,Drama,87,7.0,2010,12500000.0,6732980.0
49852,0.764791,The Nutcracker: The Untold Story,Andrei Konchalovsky,110,Fantasy|Action|Family,28,5.8,2010,90000000.0,16178959.0
38358,0.761889,The Last Exorcism,Daniel Stamm,87,Horror|Drama|Thriller,179,5.4,2010,1800000.0,67738090.0
23023,0.756229,Tooth Fairy,Michael Lembeck,101,Comedy|Family|Fantasy,282,5.2,2010,48000000.0,112462508.0
38363,0.7541680000000001,Fair Game,Doug Liman,108,Drama|Thriller,129,6.4,2010,22000000.0,24188922.0
45657,0.745434,The Ward,John Carpenter,88,Horror|Thriller,166,5.9,2010,10000000.0,498974.0
26388,0.740867,Buried,Rodrigo CortÃ©s,94,Drama|Thriller|Mystery,458,6.5,2010,1987650.0,19152480.0
38778,0.73988,Dinner for Schmucks,Jay Roach,114,Comedy,324,5.4,2010,69000000.0,86387857.0
39781,0.68633,The Kids Are All Right,Lisa Cholodenko,106,Comedy|Drama,280,6.4,2010,4000000.0,34705850.0
42684,0.671484,Skyline,Colin Strause|Greg Strause,100,Science Fiction,304,4.7,2010,10000000.0,66821036.0
48289,0.670027,The Debt,John Madden,113,Drama|Thriller,147,6.1,2010,20000000.0,45636368.0
39013,0.659749,Winter's Bone,Debra Granik,100,Drama,289,6.7,2010,2000000.0,13831503.0
27004,0.6559550000000001,Ca$h,Stephen Milburn Anderson,108,Crime|Thriller|Comedy,33,5.8,2010,7000000.0,46488.0
39691,0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,Brad Peyton,82,Comedy|Family,60,5.0,2010,85000000.0,112483764.0
37931,0.6492899999999999,MacGruber,Jorma Taccone,90,Action|Adventure|Comedy,95,5.2,2010,10000000.0,6110000.0
42888,0.640576,How Do You Know,James L. Brooks,121,Comedy|Drama|Romance,136,4.9,2010,120000000.0,48668907.0
45649,0.619772,Rubber,Quentin Dupieux,85,Comedy|Drama|Fantasy|Horror|Mystery,140,5.6,2010,500000.0,98017.0
23172,0.618078,The Spy Next Door,Brian Levant,94,Action|Comedy|Family,210,5.4,2010,28000000.0,45236543.0
34016,0.61643,She's Out of My League,Jim Field Smith,104,Comedy|Romance,318,5.9,2010,20000000.0,49779728.0
53172,0.602854,Henry's Crime,Malcolm Venville,108,Action|Comedy|Thriller,49,5.8,2010,12000000.0,204940.0
48838,0.599676,London Boulevard,William Monahan,103,Drama|Crime,151,5.5,2010,25000000.0,4644108.0
44603,0.598275,Hereafter,Clint Eastwood,129,Drama|Fantasy,279,5.5,2010,50000000.0,105197635.0
43931,0.597254,My Soul to Take,Wes Craven,107,Drama|Horror|Mystery|Thriller,75,5.2,2010,25000000.0,19829957.0
42194,0.59643,TEKKEN,Dwight H. Little,92,Crime|Drama|Action|Thriller|Science Fiction,110,5.0,2010,30000000.0,967000.0
42194,0.59643,TEKKEN,Dwight H. Little,92,Crime|Drama|Action|Thriller|Science Fiction,110,5.0,2010,30000000.0,967000.0
60309,0.591206,The Conspirator,Robert Redford,122,Crime|Drama|History,78,5.9,2010,25000000.0,15478800.0
34803,0.579188,Death at a Funeral,Neil LaBute,92,Comedy,134,5.7,2010,21000000.0,49050886.0
44835,0.564203,Hesher,Spencer Susser,106,Drama,104,6.2,2010,7000000.0,382946.0
44629,0.5540609999999999,Animal Kingdom,David MichÃ´d,113,Drama|Thriller|Crime,117,6.7,2010,5000000.0,1000000.0
38579,0.5520649999999999,Marmaduke,Tom Dey,87,Family|Comedy,75,4.9,2010,50000000.0,83761844.0
33909,0.535535,Wall Street: Money Never Sleeps,Oliver Stone,133,Drama|Crime,325,5.8,2010,70000000.0,134748021.0
43434,0.534192,Carlos,Olivier Assayas,338,Crime|Drama|Thriller|History,35,6.2,2010,18000000.0,871279.0
44009,0.514465,Another Year,Mike Leigh,129,Comedy|Drama,46,6.7,2010,8000000.0,18124262.0
45658,0.513857,Everything Must Go,Dan Rush,97,Comedy|Drama|Romance,111,5.8,2010,5000000.0,2614773.0
29427,0.512957,The Crazies,Breck Eisner,101,Mystery|Horror|Action,320,6.1,2010,20000000.0,54956140.0
27585,0.49863500000000005,Rabbit Hole,John Cameron Mitchell,91,Drama,73,6.6,2010,5000000.0,5129058.0
12819,0.495162,Alpha and Omega,Anthony Bell|Ben Gluck,88,Family|Animation,84,5.5,2010,20000000.0,39300000.0
41515,0.470249,Yogi Bear,Eric Brevig,80,Comedy|Family|Animation|Adventure,146,5.1,2010,80000000.0,201584141.0
41592,0.455662,StreetDance 3D,Max Giwa|Dania Pasquini,98,Drama,54,5.8,2010,5773100.0,18144030.0
45132,0.44389300000000004,Super,James Gunn,96,Comedy|Action|Drama,211,6.6,2010,2500000.0,324138.0
44638,0.44380699999999995,The Tempest,Julie Taymor,110,Fantasy|Drama,16,6.1,2010,20000000.0,346594.0
45272,0.406941,Country Strong,Shana Feste,117,Drama|Romance,49,5.9,2010,15000000.0,20529194.0
43930,0.39362600000000003,"Tomorrow, When the War Began",Stuart Beattie,103,Action|Adventure|Drama,112,6.5,2010,27000000.0,16504936.0
27569,0.375979,Extraordinary Measures,Tom Vaughan,105,Drama,44,5.8,2010,31000000.0,15134293.0
44040,0.368927,Devil,John Erick Dowdle,80,Horror|Mystery|Thriller,433,5.6,2010,10000000.0,33583175.0
34563,0.31259499999999996,Our Family Wedding,Rick Famuyiwa,103,Comedy,26,5.9,2010,14000000.0,21409028.0
31261,0.332904,Halo Legends,Shinji Aramaki|Hideki Futamura,93,Action|Animation|Science Fiction,19,7.2,2010,100000.0,1000000.0
46829,0.328667,Barney's Version,Richard J. Lewis,134,Comedy|Drama,70,6.9,2010,30000000.0,8454301.0
12201,0.3261,Edge of Darkness,Martin Campbell,117,Crime|Drama|Mystery|Thriller,276,6.0,2010,80000000.0,74901339.0
44877,0.318587,4.3.2.1,Noel Clarke|Mark Davis,117,Action|Thriller|Crime|Romance,37,5.9,2010,4600000.0,1163967.0
70695,0.315527,Dirty Girl,Abe Sylvia,90,Drama|Comedy,36,6.2,2010,4000000.0,55125.0
42296,0.346071,Catfish,Henry Joost|Ariel Schulman,87,Documentary,125,6.4,2010,30000.0,3045943.0
35169,0.302377,Furry Vengeance,Roger Kumble,92,Comedy,75,4.7,2010,35000000.0,39340177.0
45324,0.301054,Casino Jack,George Hickenlooper,108,Crime|Comedy|Drama,43,6.0,2010,12500000.0,1083683.0
43919,0.29666,Hatchet II,Adam Green,89,Horror|Comedy|Thriller,42,5.1,2010,2500000.0,52604.0
43935,0.28324099999999997,Dylan Dog: Dead of Night,Kevin Munroe,107,Action|Comedy|Horror|Mystery|Science Fiction,69,4.9,2010,20000000.0,4634062.0
38568,0.275607,Howl,Rob Epstein|Jeffrey Friedman,84,Drama,45,6.8,2010,30000.0,617000.0
43942,0.27519,Freakonomics,Alex Gibney|Rachel Grady|Heidi Ewing|Seth Gordon|Eugene Jarecki|Morgan Spurlock,93,Documentary,25,6.7,2010,3000000.0,103735.0
56601,0.271381,The Perfect Game,William Dear,118,Drama|Family,12,5.7,2010,12500000.0,3878993.0
52015,0.2596,Stake Land,Jim Mickle,98,Drama|Horror|Action|Thriller|Science Fiction,143,6.2,2010,650000.0,33245.0
46528,0.25054,The Warrior's Way,Sngmoo Lee,100,Adventure|Fantasy|Action|Western|Thriller,74,6.4,2010,425000000.0,11087569.0
50204,0.24657800000000002,Burke & Hare,John Landis,91,Comedy|Thriller,75,6.0,2010,10000000.0,4349187.0
